id,amenity,amenity_penetration,market_category
41009520,Fire extinguisher,0.24164112566174423,Diferencial
1472418167244133074,TV,0.6239203120646419,Padrão
49851738,Hot water,0.6484164576948082,Padrão
1203934398159697330,Microwave,0.5320191325345964,Padrão
749843249727928774,Iron,0.5853301755363611,Padrão
817662116826755056,Dishes and silverware,0.6192068357016811,Padrão
10854965,Hangers,0.5820330639918269,Padrão
1075439852360410695,Bed linens,0.604857434754342,Padrão
1310901099225640750,Cooking basics,0.5625290238692301,Padrão
1086175003200966489,Dining table,0.3656543141079224,Padrão
929885221869646393,Hair dryer,0.442788148973716,Padrão
928828768884173570,Hot water,0.6484164576948082,Padrão
1202955921975252237,Exercise equipment,0.10309278350515463,Diferencial
25352929,Beach essentials,0.045602303334262094,Nicho
40693498,Shampoo,0.1610708646791121,Diferencial
26712678,Cleaning products,0.28715055261447014,Diferencial
707620479505247958,Free street parking,0.174793350051082,Diferencial
1190053225430053789,Dishes and silverware,0.6192068357016811,Padrão
1260068642448092205,Cooking basics,0.5625290238692301,Padrão
1474652974148677735,Outdoor furniture,0.08117395746261725,Nicho
1328934342107848851,Beach access,0.2508126683384415,Diferencial
1340095484409152137,Bed linens,0.604857434754342,Padrão
40160845,Children’s books and toys,0.0190164391195319,Nicho
8961053,Baking sheet,0.14149716727036316,Diferencial
1051575889801557584,Iron,0.5853301755363611,Padrão
51819470,Kitchen,0.9053589672146373,Essencial
1055835060752916109,Host greets you,0.19362403640754156,Diferencial
42853555,Wifi,0.9043141079223553,Essencial
1070381673044032510,Hot water,0.6484164576948082,Padrão
870217525249612569,"32 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku",2.3219095384043836e-05,Nicho
833466205855069740,Clothing storage: wardrobe,0.16789727872202098,Diferencial
39470919,Iron,0.5853301755363611,Padrão
29647000,Elevator,0.4857434754341971,Padrão
36839136,Washer,0.43631002136156777,Padrão
1072623745366439298,Dishes and silverware,0.6192068357016811,Padrão
50461346,Iron,0.5853301755363611,Padrão
1288685901855717428,Beach access,0.2508126683384415,Diferencial
1014103690497294029,Clothing storage,0.20212222531810162,Diferencial
5275359,Beach view,0.06016067614005759,Nicho
942680245222946821,Free dryer – In building,0.0019736231076437263,Nicho
1034728290126846054,Pool,0.1463963963963964,Diferencial
703559850967544220,Lock on bedroom door,0.12006594223089069,Diferencial
972723785117004805,Shampoo,0.1610708646791121,Diferencial
1049348704527907909,Bed linens,0.604857434754342,Padrão
1095469123267077858,Ceiling fan,0.21814340113309186,Diferencial
1354542353573888689,Room-darkening shades,0.4336862635831708,Padrão
11020104,Extra pillows and blankets,0.3539518900343643,Padrão
53809755,Wine glasses,0.3089997213708554,Padrão
1361208500925942486,Kitchen,0.9053589672146373,Essencial
771681186792565281,Cleaning products,0.28715055261447014,Diferencial
46298890,Dishes and silverware,0.6192068357016811,Padrão
1384886837650972673,Drying rack for clothing,0.343758707160769,Padrão
9133562,Dining table,0.3656543141079224,Padrão
1237564512877131630,Host greets you,0.19362403640754156,Diferencial
52631303,Single level home,0.03341227825763908,Nicho
593246207982990897,Hangers,0.5820330639918269,Padrão
12653230,Dining table,0.3656543141079224,Padrão
45400942,Toaster,0.20544255595801988,Diferencial
1328967923402502672,Books and reading material,0.10555400761586328,Diferencial
1355087216178791833,Self check-in,0.35436983375127706,Padrão
50965246,Dedicated workspace,0.4535385901365283,Padrão
45804903,Air conditioning,0.6235720256338813,Padrão
1394263783509679170,Dishes and silverware,0.6192068357016811,Padrão
546524429944295138,Iron,0.5853301755363611,Padrão
44010317,Stove,0.27823441998699733,Diferencial
1296411066574624787,Drying rack for clothing,0.343758707160769,Padrão
1421185329257564287,Refrigerator,0.470349215194576,Padrão
12471832,Coffee maker,0.27974366118696015,Diferencial
761598785262662201,Dove  body soap,0.0005340391938330083,Nicho
1423405099049300719,Beach access,0.2508126683384415,Diferencial
42659184,Cooking basics,0.5625290238692301,Padrão
1416798872967229066,Alexa inbuilt speaker through out the house Bluetooth sound system,2.3219095384043836e-05,Nicho
1161635998618937254,Long term stays allowed,0.32051639268134113,Padrão
16515467,Dedicated workspace,0.4535385901365283,Padrão
1104446574692649445,TV,0.6239203120646419,Padrão
720098375732227610,Laundromat nearby,0.26903965821491593,Diferencial
53648743,Host greets you,0.19362403640754156,Diferencial
54038224,Hangers,0.5820330639918269,Padrão
1461880132191994201,Luggage dropoff allowed,0.18960713290610198,Diferencial
832482146450214846,Ethernet connection,0.1118696015603232,Diferencial
1409407686404513698,Wifi,0.9043141079223553,Essencial
1221989034853337490,Iron,0.5853301755363611,Padrão
989162705839299962,Wifi,0.9043141079223553,Essencial
1494391693989110803,Beach access,0.2508126683384415,Diferencial
1451546335329981336,Single oven,0.03290145815919012,Nicho
757321882357427321,Portable fans,0.1580988204699545,Diferencial
1158690488064320603,Coffee maker,0.27974366118696015,Diferencial
1893510,Essentials,0.5129794743196805,Padrão
1153588947572781287,Clothing storage,0.20212222531810162,Diferencial
1078197542522551121,Hangers,0.5820330639918269,Padrão
2964712,Ethernet connection,0.1118696015603232,Diferencial
1320513433018168434,Refrigerator,0.470349215194576,Padrão
53740264,Dining table,0.3656543141079224,Padrão
1153066208298368859,Smoke alarm,0.13288288288288289,Diferencial
49321518,Wine glasses,0.3089997213708554,Padrão
1384972713336572303,Drying rack for clothing,0.343758707160769,Padrão
1037576514749573321,Pets allowed,0.2483050060369648,Diferencial
1237574606576583551,Shared beach access – Beachfront,0.025935729543976965,Nicho
697361587616357873,Dining table,0.3656543141079224,Padrão
1505385230530868668,Ceiling fan,0.21814340113309186,Diferencial
964494336553504359,Hair dryer,0.442788148973716,Padrão
1105203831665890353,Room-darkening shades,0.4336862635831708,Padrão
1066639133277531936,Wifi,0.9043141079223553,Essencial
2965925,Hangers,0.5820330639918269,Padrão
810971890522878320,Pets allowed,0.2483050060369648,Diferencial
1299236904595459517,Dishes and silverware,0.6192068357016811,Padrão
1219636385972050249,Kitchen,0.9053589672146373,Essencial
1061558252184011711,Kitchen,0.9053589672146373,Essencial
1357902121032243316,Smoking allowed,0.19536546856134485,Diferencial
1236859382772957819,Coffee maker: drip coffee maker,0.11864957741246401,Diferencial
870824950005334070,Drying rack for clothing,0.343758707160769,Padrão
1309606494031522792,Life size games,0.004341970836816198,Nicho
1133514181046202372,Private patio or balcony,0.08943995541933686,Nicho
6109607,Shared outdoor kitchen,0.001439583913810718,Nicho
13865391,Air conditioning,0.6235720256338813,Padrão
1413423654216867958,Baking sheet,0.14149716727036316,Diferencial
22811876,Hair dryer,0.442788148973716,Padrão
9352441,Iron,0.5853301755363611,Padrão
1508947314929004093,Keypad,0.09243521872387851,Nicho
21213936,Host greets you,0.19362403640754156,Diferencial
1236534880717084905,Free washer,0.007151481378285502,Nicho
1479080682743933525,Iron,0.5853301755363611,Padrão
2601095,Hangers,0.5820330639918269,Padrão
997876739743684877,Paid parking garage off premises,0.015417479335005108,Nicho
1287525175006563756,Pool,0.1463963963963964,Diferencial
1784769,Wifi,0.9043141079223553,Essencial
1396373183161256610,Laundromat nearby,0.26903965821491593,Diferencial
945822738322948425,Pets allowed,0.2483050060369648,Diferencial
653788992952805643,Room-darkening shades,0.4336862635831708,Padrão
1466866423562992124,Portable fans,0.1580988204699545,Diferencial
15207920,Beach essentials,0.045602303334262094,Nicho
1021157701445493153,Smoking allowed,0.19536546856134485,Diferencial
1066720666259193966,Room-darkening shades,0.4336862635831708,Padrão
1021613743355959245,"Exercise equipment: free weights, yoga mat, workout bench",0.00011609547692021918,Nicho
553649042540704944,Shared beach access – Beachfront,0.025935729543976965,Nicho
284762,Window AC unit,0.0970325996099192,Nicho
1244150861754226390,Dedicated workspace,0.4535385901365283,Padrão
1198815806531849094,Wine glasses,0.3089997213708554,Padrão
