host_id,host_name,host_since,host_is_superhost,host_response_rate,host_acceptance_rate,calculated_host_listings_count,host_response_rate_prop,host_acceptance_rate_prop,host_quality_score,host_quality_segment
387679295,Antonio Henrique Coelho Campos,2021-02-07,Superhost,100.0,87.0,2,1.0,0.87,0.935,Excelente
500882157,Maria Do Socorro,2023-02-13,Regular,,,1,,,,
243155328,Isabelle,2019-02-14,Regular,,27.0,1,,0.27,,
176642248,Monica,2018-03-04,Superhost,100.0,89.0,3,1.0,0.89,0.9450000000000001,Excelente
132825496,Arnaldo,2017-05-31,Unknown,100.0,100.0,1,1.0,1.0,1.0,Excelente
26945147,Smartbnb,2015-01-30,Regular,98.0,99.0,71,0.98,0.99,0.985,Excelente
64059476,Ruben Dario,2016-03-22,Superhost,,100.0,2,,1.0,,
9739433,Vivian,2013-10-31,Superhost,100.0,89.0,20,1.0,0.89,0.9450000000000001,Excelente
304552767,André,2019-10-25,Regular,33.0,0.0,2,0.33,0.0,0.165,Crítico
36258642,Patrick,2015-06-20,Superhost,100.0,99.0,29,1.0,0.99,0.995,Excelente
441737036,Clífani,2022-01-23,Regular,100.0,60.0,2,1.0,0.6,0.8,Bom
500891118,Leonardo,2023-02-13,Superhost,100.0,97.0,1,1.0,0.97,0.985,Excelente
332320144,Josef Alexandre,2020-01-31,Superhost,100.0,92.0,1,1.0,0.92,0.96,Excelente
100011149,Ruan,2016-10-17,Superhost,100.0,52.0,1,1.0,0.52,0.76,Bom
436273508,Allan Rodolpho,2021-12-16,Regular,100.0,98.0,4,1.0,0.98,0.99,Excelente
322769,Federico,2010-12-19,Regular,100.0,100.0,2,1.0,1.0,1.0,Excelente
310497785,Giulliana,2019-11-18,Superhost,100.0,100.0,3,1.0,1.0,1.0,Excelente
378096160,Maria,2020-12-03,Regular,20.0,100.0,1,0.2,1.0,0.6,Crítico
54931890,Silvia,2016-01-17,Superhost,100.0,100.0,5,1.0,1.0,1.0,Excelente
363700178,Ceres,2020-08-21,Regular,95.0,62.0,20,0.95,0.62,0.7849999999999999,Bom
4048250,Adriane,2012-11-03,Regular,,33.0,2,,0.33,,
309591724,Renato,2019-11-14,Regular,100.0,98.0,13,1.0,0.98,0.99,Excelente
343378222,Luciana Candida Da Silva,2020-04-07,Regular,,,1,,,,
43280235,Ana Cecília,2015-09-03,Regular,0.0,21.0,1,0.0,0.21,0.105,Crítico
337421494,Fabio,2020-02-19,Superhost,100.0,94.0,1,1.0,0.94,0.97,Excelente
134569719,Luiza,2017-06-11,Regular,57.0,85.0,2,0.57,0.85,0.71,Regular
7614714,Lya,2013-07-20,Superhost,63.0,33.0,1,0.63,0.33,0.48,Crítico
11133417,Suzana,2014-01-08,Superhost,100.0,93.0,10,1.0,0.93,0.9650000000000001,Excelente
370474627,Joyce,2020-10-03,Regular,100.0,100.0,2,1.0,1.0,1.0,Excelente
325713553,Filipe,2020-01-08,Regular,85.0,2.0,22,0.85,0.02,0.435,Crítico
500922767,Bernadete,2023-02-13,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
493910679,Rutinelia Silva Maia,2023-01-02,Superhost,100.0,96.0,3,1.0,0.96,0.98,Excelente
36744189,Monica,2015-06-25,Superhost,98.0,99.0,37,0.98,0.99,0.985,Excelente
320684347,Salome,2019-12-24,Regular,94.0,92.0,2,0.94,0.92,0.9299999999999999,Excelente
10507162,Mauricio,2013-12-08,Superhost,100.0,87.0,17,1.0,0.87,0.935,Excelente
33514782,Ricardo,2015-05-16,Unknown,100.0,80.0,1,1.0,0.8,0.9,Bom
340678863,Tatiane,2020-03-07,Regular,,0.0,1,,0.0,,
117628055,Marcelino,2017-02-22,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
48940508,Leon,2015-11-13,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
67255129,Rome,2016-04-14,Superhost,100.0,91.0,3,1.0,0.91,0.9550000000000001,Excelente
1422607,Leo&Archanjo,2011-11-19,Superhost,100.0,98.0,50,1.0,0.98,0.99,Excelente
58829742,Carolina,2016-02-15,Regular,,50.0,1,,0.5,,
96339245,Arlandia,2016-09-22,Superhost,100.0,99.0,3,1.0,0.99,0.995,Excelente
330141675,Bruna,2020-01-23,Superhost,100.0,91.0,3,1.0,0.91,0.9550000000000001,Excelente
70426798,Márcia,2016-05-04,Superhost,100.0,100.0,8,1.0,1.0,1.0,Excelente
380418292,Bruno,2020-12-16,Superhost,100.0,97.0,6,1.0,0.97,0.985,Excelente
52557989,Alexandre,2015-12-28,Unknown,100.0,79.0,8,1.0,0.79,0.895,Bom
500964170,Marcele,2023-02-13,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
160449123,Nassim David,2017-11-28,Regular,100.0,47.0,2,1.0,0.47,0.735,Regular
500967520,Tarcisio,2023-02-13,Superhost,100.0,61.0,1,1.0,0.61,0.8049999999999999,Bom
424501469,Fabiana,2021-09-24,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
163341959,Rodrigo,2017-12-19,Regular,100.0,60.0,1,1.0,0.6,0.8,Bom
15811328,Silvia,2014-05-21,Regular,50.0,40.0,3,0.5,0.4,0.45,Crítico
361371272,Diogo,2020-08-09,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
392148322,Lauro,2021-03-11,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
499354177,Igor,2023-02-03,Superhost,100.0,61.0,4,1.0,0.61,0.8049999999999999,Bom
56337810,Socorro Costa,2016-01-27,Superhost,100.0,95.0,9,1.0,0.95,0.975,Excelente
500723495,Mario Luiz,2023-02-12,Regular,100.0,0.0,1,1.0,0.0,0.5,Crítico
500973159,Edson,2023-02-13,Regular,,,1,,,,
224156360,Marco Aurélio,2018-11-04,Superhost,100.0,99.0,5,1.0,0.99,0.995,Excelente
470173166,Marco,2022-07-18,Superhost,100.0,94.0,4,1.0,0.94,0.97,Excelente
2485994,Julie,2012-05-28,Superhost,100.0,48.0,2,1.0,0.48,0.74,Regular
217505211,Simone,2018-09-26,Superhost,100.0,82.0,1,1.0,0.82,0.9099999999999999,Excelente
127689220,Ana Clara,2017-04-26,Regular,89.0,60.0,3,0.89,0.6,0.745,Regular
484576524,Wesley,2022-10-21,Superhost,,89.0,4,,0.89,,
500751262,Renato Salvatore,2023-02-12,Superhost,100.0,98.0,1,1.0,0.98,0.99,Excelente
16510514,Beatriz,2014-06-07,Regular,100.0,67.0,1,1.0,0.67,0.835,Bom
715296,Alan,2011-06-18,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
25067261,Emma Lobato,2014-12-21,Regular,100.0,91.0,9,1.0,0.91,0.9550000000000001,Excelente
482507164,Mary Patricia,2022-10-06,Regular,,,1,,,,
65238442,Geovani,2016-03-31,Superhost,100.0,97.0,1,1.0,0.97,0.985,Excelente
153721,Tatiana,2010-06-27,Superhost,100.0,99.0,27,1.0,0.99,0.995,Excelente
105297910,Goncalves,2016-11-27,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
193047050,Mauro,2018-06-02,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
501027388,Maria Helena,2023-02-14,Superhost,100.0,88.0,2,1.0,0.88,0.94,Excelente
10371878,Bruno,2013-12-01,Superhost,100.0,94.0,1,1.0,0.94,0.97,Excelente
271367467,Anna,2019-06-25,Regular,80.0,98.0,6,0.8,0.98,0.89,Bom
161019394,Edna,2017-12-02,Superhost,100.0,96.0,2,1.0,0.96,0.98,Excelente
374975618,Ramon,2020-11-09,Regular,43.0,22.0,2,0.43,0.22,0.325,Crítico
240289,Maria,2010-09-20,Regular,57.0,14.0,6,0.57,0.14,0.355,Crítico
35731205,Luiza,2015-06-13,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
411895655,Caroline,2021-07-09,Superhost,100.0,100.0,4,1.0,1.0,1.0,Excelente
497971572,João Henrique,2023-01-25,Superhost,100.0,98.0,4,1.0,0.98,0.99,Excelente
42495043,Filipe Viega,2015-08-25,Superhost,97.0,88.0,13,0.97,0.88,0.925,Excelente
161482038,Andrea,2017-12-05,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
163586041,Teresa,2017-12-21,Regular,40.0,42.0,3,0.4,0.42,0.41000000000000003,Crítico
21528664,Beatriz Da Camara,2014-09-19,Regular,17.0,37.0,2,0.17,0.37,0.27,Crítico
87684856,Vilma,2016-08-03,Superhost,100.0,100.0,2,1.0,1.0,1.0,Excelente
501361393,Raffaela,2023-02-16,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
26912330,Vera Lucia Gago,2015-01-29,Superhost,100.0,93.0,4,1.0,0.93,0.9650000000000001,Excelente
501070715,Armando,2023-02-14,Regular,,0.0,1,,0.0,,
198001749,Carlos,2018-06-25,Regular,10.0,67.0,2,0.1,0.67,0.385,Crítico
92034724,Adriana,2016-08-26,Superhost,100.0,80.0,8,1.0,0.8,0.9,Bom
27411760,Fabrício,2015-02-08,Regular,,,1,,,,
151146390,Leonardo,2017-09-18,Superhost,80.0,100.0,1,0.8,1.0,0.9,Bom
500605144,Patrícia Estela De,2023-02-11,Regular,,0.0,1,,0.0,,
307645085,Gabriel,2019-11-06,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
532498,Luis,2011-04-24,Regular,98.0,7.0,42,0.98,0.07,0.525,Crítico
257601767,Raquel,2019-04-23,Superhost,100.0,67.0,36,1.0,0.67,0.835,Bom
15925374,Luiz Renato,2014-05-24,Regular,100.0,96.0,8,1.0,0.96,0.98,Excelente
7509686,Cristiana,2013-07-15,Superhost,100.0,99.0,31,1.0,0.99,0.995,Excelente
217654662,Victor Hugo,2018-09-27,Regular,64.0,40.0,3,0.64,0.4,0.52,Crítico
109001343,Jorge,2016-12-29,Regular,100.0,75.0,8,1.0,0.75,0.875,Bom
501397823,Lethycia Paula,2023-02-16,Regular,100.0,100.0,2,1.0,1.0,1.0,Excelente
6000862,Omar,2013-04-19,Regular,100.0,99.0,232,1.0,0.99,0.995,Excelente
311630107,Samuel,2019-11-23,Regular,100.0,60.0,2,1.0,0.6,0.8,Bom
31226043,Alan,2015-04-14,Superhost,100.0,100.0,12,1.0,1.0,1.0,Excelente
115142416,Bruna,2017-02-06,Regular,,40.0,1,,0.4,,
500822857,Anibal Ricardo,2023-02-12,Regular,,,1,,,,
501106228,Fabiano,2023-02-14,Regular,,0.0,1,,0.0,,
501107071,Angela,2023-02-14,Regular,100.0,100.0,4,1.0,1.0,1.0,Excelente
391689287,Carla,2021-03-08,Regular,70.0,60.0,2,0.7,0.6,0.6499999999999999,Regular
501113412,Adriano,2023-02-14,Regular,100.0,39.0,1,1.0,0.39,0.6950000000000001,Regular
497970207,Felipe,2023-01-25,Regular,67.0,67.0,1,0.67,0.67,0.67,Regular
501112460,Alana,2023-02-14,Unknown,93.0,50.0,1,0.93,0.5,0.7150000000000001,Regular
20362236,Júlio Cesar,2014-08-21,Regular,67.0,81.0,4,0.67,0.81,0.74,Regular
307737514,Douglas,2019-11-06,Superhost,100.0,79.0,2,1.0,0.79,0.895,Bom
14332661,Alessandra,2014-04-15,Superhost,100.0,96.0,3,1.0,0.96,0.98,Excelente
501427910,Sueli Alves,2023-02-16,Regular,100.0,75.0,1,1.0,0.75,0.875,Bom
174303208,Àlan,2018-02-20,Superhost,99.0,97.0,10,0.99,0.97,0.98,Excelente
58646224,Jorge Antonio,2016-02-13,Regular,0.0,0.0,2,0.0,0.0,0.0,Crítico
82192797,Samir,2016-07-06,Superhost,100.0,99.0,6,1.0,0.99,0.995,Excelente
1342536,Stefano,2011-10-27,Superhost,100.0,97.0,2,1.0,0.97,0.985,Excelente
4884558,Anselmo,2013-01-28,Regular,100.0,97.0,9,1.0,0.97,0.985,Excelente
13041729,Leandro,2014-03-11,Regular,100.0,86.0,1,1.0,0.86,0.9299999999999999,Excelente
216622191,Marilene,2018-09-21,Regular,100.0,98.0,12,1.0,0.98,0.99,Excelente
177795999,Marisa Hozana,2018-03-11,Regular,,50.0,1,,0.5,,
97164727,Jorge Luis,2016-09-28,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
156636821,Thaissa,2017-10-29,Regular,85.0,76.0,7,0.85,0.76,0.8049999999999999,Bom
315740743,Maicon,2019-12-08,Unknown,100.0,93.0,25,1.0,0.93,0.9650000000000001,Excelente
382223012,Pedro,2020-12-29,Regular,100.0,84.0,1,1.0,0.84,0.9199999999999999,Excelente
357260215,Bruna,2020-07-19,Superhost,100.0,98.0,2,1.0,0.98,0.99,Excelente
501163636,Lourdes,2023-02-15,Regular,,,1,,,,
297913348,Diego,2019-09-25,Regular,70.0,25.0,1,0.7,0.25,0.475,Crítico
475052969,Gilmar,2022-08-14,Regular,,,1,,,,
500671382,Patricia,2023-02-11,Regular,83.0,82.0,3,0.83,0.82,0.825,Bom
10423223,Carlos Rio Reservas,2013-12-04,Regular,74.0,11.0,20,0.74,0.11,0.425,Crítico
4376064,Anfitriões,2012-12-10,Regular,100.0,89.0,10,1.0,0.89,0.9450000000000001,Excelente
443435574,Marcelo,2022-02-03,Superhost,100.0,79.0,1,1.0,0.79,0.895,Bom
260411129,Monica,2019-05-07,Regular,0.0,8.0,10,0.0,0.08,0.04,Crítico
238604267,Claudia,2019-01-23,Regular,87.0,35.0,17,0.87,0.35,0.61,Regular
27480442,Maria Teresa,2015-02-09,Superhost,100.0,88.0,1,1.0,0.88,0.94,Excelente
501224557,Marisete,2023-02-15,Superhost,,100.0,1,,1.0,,
371026651,Pineapples,2020-10-07,Regular,,,42,,,,
56264851,Laura,2016-01-26,Regular,,100.0,1,,1.0,,
12902528,Lilien,2014-03-07,Regular,100.0,49.0,15,1.0,0.49,0.745,Regular
501231351,Maria,2023-02-15,Regular,86.0,71.0,1,0.86,0.71,0.7849999999999999,Bom
78847592,Carlos Alberto Pires,2016-06-20,Superhost,96.0,99.0,2,0.96,0.99,0.975,Excelente
428255411,Leandro,2021-10-20,Regular,13.0,0.0,1,0.13,0.0,0.065,Crítico
459544,Temporada,2011-03-23,Regular,100.0,29.0,35,1.0,0.29,0.645,Regular
141021345,Pedro,2017-07-17,Regular,100.0,97.0,5,1.0,0.97,0.985,Excelente
494396547,Ana Luísa,2023-01-04,Regular,,,1,,,,
491942644,Edmundo,2022-12-18,Regular,25.0,0.0,1,0.25,0.0,0.125,Crítico
501249008,Ana Lucia,2023-02-15,Superhost,100.0,83.0,1,1.0,0.83,0.915,Excelente
4366435,Bruno,2012-12-09,Superhost,100.0,97.0,2,1.0,0.97,0.985,Excelente
10566757,Júlio,2013-12-11,Superhost,100.0,92.0,3,1.0,0.92,0.96,Excelente
501860172,Juliana,2023-02-19,Regular,100.0,100.0,1,1.0,1.0,1.0,Excelente
359902349,Maria Lucira,2020-08-01,Regular,100.0,80.0,2,1.0,0.8,0.9,Bom
86949674,Lucio Marcos,2016-07-30,Superhost,100.0,99.0,2,1.0,0.99,0.995,Excelente
15152531,Bruno,2014-05-05,Superhost,100.0,77.0,1,1.0,0.77,0.885,Bom
147832325,André,2017-08-26,Regular,100.0,95.0,6,1.0,0.95,0.975,Excelente
491718286,EJS Assessoria Administrativa Ltda,2022-12-16,Superhost,100.0,100.0,6,1.0,1.0,1.0,Excelente
84092121,Rosana,2016-07-16,Superhost,100.0,81.0,10,1.0,0.81,0.905,Excelente
501709798,Aurea,2023-02-18,Superhost,100.0,96.0,2,1.0,0.96,0.98,Excelente
140117352,Ana Luiza,2017-07-12,Regular,100.0,53.0,1,1.0,0.53,0.765,Bom
501778290,Neusa,2023-02-19,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
396858614,Joice,2021-04-13,Regular,3.0,0.0,7,0.03,0.0,0.015,Crítico
28915719,Ana Maria,2015-03-07,Superhost,100.0,100.0,1,1.0,1.0,1.0,Excelente
16445274,Paulo,2014-06-05,Regular,100.0,92.0,3,1.0,0.92,0.96,Excelente
501949169,Anna Maria Oliveira,2023-02-20,Regular,25.0,83.0,1,0.25,0.83,0.54,Crítico
99864670,Luciano,2016-10-16,Regular,0.0,0.0,1,0.0,0.0,0.0,Crítico
83729062,William,2016-07-14,Regular,100.0,96.0,12,1.0,0.96,0.98,Excelente
300941401,Ana Flavia,2019-10-08,Superhost,100.0,99.0,4,1.0,0.99,0.995,Excelente
341636301,Sebastião,2020-03-14,Superhost,100.0,63.0,1,1.0,0.63,0.815,Bom
69238992,Waldenor,2016-04-27,Regular,,,1,,,,
77353909,Ricardo,2016-06-12,Superhost,100.0,63.0,1,1.0,0.63,0.815,Bom
92284964,Thiago,2016-08-28,Superhost,100.0,99.0,58,1.0,0.99,0.995,Excelente
223038898,Matheus,2018-10-28,Superhost,100.0,88.0,3,1.0,0.88,0.94,Excelente
496774406,Leonardo,2023-01-18,Regular,,0.0,1,,0.0,,
385834583,Martinus,2021-01-24,Regular,100.0,100.0,3,1.0,1.0,1.0,Excelente
503041922,Marta,2023-02-27,Regular,100.0,0.0,3,1.0,0.0,0.5,Crítico
43681673,Ana,2015-09-08,Superhost,100.0,94.0,2,1.0,0.94,0.97,Excelente
37238144,Rafaele Bispo,2015-07-01,Regular,99.0,72.0,17,0.99,0.72,0.855,Bom
224118316,Ana Paula,2018-11-04,Superhost,100.0,100.0,4,1.0,1.0,1.0,Excelente
442620033,Lidia Nayara,2022-01-29,Regular,100.0,38.0,9,1.0,0.38,0.69,Regular
168021717,Cassio,2018-01-15,Superhost,100.0,97.0,1,1.0,0.97,0.985,Excelente
55432912,Vanessa Cristina,2016-01-20,Superhost,100.0,89.0,1,1.0,0.89,0.9450000000000001,Excelente
139408511,Mariana,2017-07-09,Superhost,95.0,94.0,1,0.95,0.94,0.945,Excelente
